0;21083;TULIP;Tulp Du Foxtrot 3741;
0;21314;ANTH A;Anthuriums Fire  015;
0;2155;TREEFERN;Treefern NT;
0;21666;CRISANTEMINA;Crisantemo Zembla Cream 1 050;
0;2188;CORYLUS;Corylus 160NT;
0;2215;KATJES;Katjes Groen vertakt;
0;22524;ROSA;Rose Cameo  050;
0;22864;CHR;Chr T Bacardi Wit 7090WI;
0;22954;ROSA;Rose Cherry Brandy EXTRA 090 020;
0;2306;LIATRIS;Liatris Callilepis 80PA;
0;23115;ROSA;Rosa gb Ranuncula;
0;23163;ORNITHOGALUM;Ornithogalum Royal Beauty;
0;23202;ROSA;Rose High Society  050 010;
0;23390;GERMINI;Germini Aqua Cafe;
0;23397;GERBERA;Gerbera Heatwave 45;
0;24001;ANTH A;Anthur.Verino;
0;24420;ROSA;Rose Mariyo!  040 020;
0;2458;CYMBIDIUM;Orchid. Mini Cymb. Mixto;
0;24717;ANTH A;Anthuriums Nunzia  015;
0;24719;ANTH A;Anth Moments 50;
0;2472;ORNITHOGALUM;Ornithogalum Thyrsoides;
0;2478;PAEONIA;Paeonia officinal;
0;2479;FPAEONIA;Paeonia Sarah Bernhardt;
0;2479;PAEONIA;Paeonia Sarah Bernhardt;
0;24830;ROSA;R Gr High & Magic 90;
0;24907;ALSTROMERIA;Alstro Primadonna 8064;
0;25032;GYPS;Gyps Pa My Pink 55-gr. 8055;
0;25161;FRITILLARIA;Fritillaria Uva-vulpis 40;
0;25560;GERMINI;Germini Aqua Bison 50;
0;25679;GERBERA;Gerbera Marathon 45;
0;25808;HYPERICUM;Hyp Pink Attraction 50;
0;26269;ANTH A;Anth Marijke;
0;26270;ANTH A;Anthur.Hillary;
0;26445;ROSA;Roselline La Belle  050 020;
0;26448;ROSA;Rosa gb Red Ribbon;
0;26513;ANTH A;Anth Spice;
0;26599;ROSA;R Upper Class Tima 60;
0;26621;ANTH A;Anth Xavia;
0;26755;CYMBIDIUM;Orchidee/phalaenopsis Cymb. Steffie  080;
0;26887;GERBERA;Gerbera Candela *;
0;26964;ROSA;Roselline Vanilla Sky  050 010;
0;26965;ROSA;Rosa gb Sweet Avalanche;
0;27034;TULIPANO;Tulipani Liberstar;
0;27134;ANTH A;Anthur.Salmon Queen;
0;27157;ROSA;R Red Naomi! 40;
0;27848;GERMINI;Germini Pomponi Belfi *;
0;27911;ALSTROMERIA;Alstro Panorama 8068;
0;27918;HYDRANGEA;Hydrangea Verena Rosa;
0;27932;CHR;Chr T Arctic Queen 7270;
0;27980;GERBERA;Gerbera Fabio Gold Diamond 70;
0;28237;GERMINI;Germini Bridal Kimsey rosa;
0;28540;ROSA;Rose Revival  040 010;
0;28736;ROSA;R Athena super 60;
0;28771;ANTHURIUM;Anthur. Attractive Love;
0;288;SYRINGA;Syringa Wit 60WI;
0;28805;HYPPEASTRUM;Amaryllis Challenger;
0;29037;ROSA;Rose Avalanche Peach+ EXTRA 080 010;
0;29045;TULIP;Tulp Fr Queensland 3340;
0;29059;GERMINI;Germini Albino;
0;29112;ANTHURIUM;Anth Acura;
0;295;SNEEUWBAL;Sneeuwbal Ex 4kop 90WI;
0;31848;CORYLOPSIS;Corylopsis 120..;
0;3251;GERMINI;Germini Gemengd GM;
0;330;TULIP;Tulipani Mixto en Mazzo  !!!!;
0;3359;ERYNGIUM;Eryngium Orion;
0;3404;AMARANTHUS;Amaranthus verde pendula;
0;3446;PAEONIA;Paeonia Dr.Alex Fleming;
0;3489;CHR;Chr T Stallion Wit 7055WI;
0;3574;TRACHELIUM;Trachel.Lake Powell;
0;366;TULIPANO;Tulipani White Dream;
0;3908;TREEFERN;Treefern Mazzo;
0;4061;TRACHELIUM;Trachel.Lake Superior;
0;4207;CHR;Chr T Reagan Cream 7075GE;
0;4344;TULIPANO;Tulipani Purple Prince;
0;4725;ANTH A;Anth Tropical RO;
0;4935;GERBERA;Gerbera Dino GE;
0;5558;PAEONIA;Paeo Duchesse D Nemo 55WI;
0;580;ROSA;Rosa gb Ass 6 Colores Sian;
0;6254;HYDRANGEA;Hydrangea Primavera;
0;6366;GERB;Gerbera Flora 45RS;
0;678;ROSA;Roos Gemengd 40GM;
0;7581;TULIPANO;Tulipani Christmas Dream;
0;801027;CHR;Chr G Ana Wit+rood Hart 7265;
0;801028;CHR;Chr G Ana Geel+rood Hart 7265;
0;815;GERBERA;Gerbera Gemengd GM;
0;820;GERBERA;Gerbera Oranje Springs OR;
0;841;BUPLEURUM;Bupleurum Griffithii 50;
0;9624;TILLANDSIA;Tillandsia usneoides2.5kg Fina;
0;973;CYMBIDIUM;Cymb Tak Gemengd 60GM;
0;Z0912;TILLANDSIA;Fogliame Tillandsia  060;
0;Z10077;SALAL;Fogliame Salal Orca Tips Exclusief  050;
0;Z10078;SALAL;Fogliame Salal Orca Tips  050;
0;Z2656;TULIPANO;Esclusivit? Tulpen in Tas  030;
0;Z6946;SRI LANKA;Fogliame Sri Lanka Bladmix  050;
