1BOUGAINVILLEA;525;VERA PURPLE IMPR.;
1BOUGAINVILLEA;526;VERA WHITE IMPR.;
1CALATHEA;527;ROSEA-PICTA;
1DIEFFENBACHIA;528;CAMILLA;
1EXACUM;529;WHITE;
1HYDRANGEA;530;MAC..RED;
1HYDRANGEA;531;SCHNEEBALL;
1MAMMILLARIA;532;CERAMICA;
1MANDENVILLA;533;SUNDAVIL RED;
1PHALENOPSIS;534;MINI;
1PLUMBAGO;535;ARICULATA;
1SAINTPAULIA;536;TROJKA;
1SARRACENIA;537;PURPUREA;
1SPATHIPHYLLUM;538;STRAUS;
1SPATHIPHYLLUM;539;ALFA;
1SPATHIPHYLLUM;540;LIMA;
BOUVARDIA;541;GEMENG;
HYPERICUM;542;PINKY FLAIR;
ROSA;543;CATCH-UP NEW;
ROSA;544;DEEP WATER;
PHLOX;545;MISS FIONA;
ALSTROMERIA;546;PRIMADONNA;
DELPHINIUM;547;CENTURIUM ROSE;
GAROFANI;548;HOLLAND;
EUSTOMA;549;MARIACHI WHITE;
GERBERE;550;HOLLAND;
HYDRANGEA;551;WENDY;
LEUCADENDRON;552;JESTER;
LILIUM;553;LONGIFLORA;
ROSA;554;TR EDEN;
TILLANDSIA;555;XEROGRAPHICA;
ROSA;556;WEAVER;
ROSA;557;TR  GRACIA;
ROSA;558;TR SPOSINA;
ROSA;559;TR SHINE;
DELPHINIUM;560;AURORA PINK;
EUSTOMA;561;ARENA CHAMPAGNE;
EUSTOMA;562;CROMA WHITE;
EUSTOMA;563;EXCALIBUR GREEN;
EUSTOMA;564;MISTY BLU;
HYDRANGEA;565;MAGICAL OPAL CL;
HYDRANGEA;566;MAMMOET;
HYDRANGEA;567;PIMPERNEL;
EUSTOMA;568;ECHO GEEL;
ROSA;569;COLANDRO;
ROSA;570;HELIO;
ROSA;571;JI-JO;
ROSA;572;PITAHAYA;
ROSA;573;PITAHAYA LIGTH;
ZANTEDESCHIA;574;SNOW QUEEN;
ZANTEDESCHIA;575;HOT CHOCIOLAT;
1ECHEVERIA;576;MIRANDA VERDE;
1ECHEVERIA;577;MIRANDA;
1EXACUM;578;AFFINE;
1FICUS BE;579;ANASTASIA;
1FICUS MI;580;GINSENG;
1KALANCOE;581;ROSEBUD;
1PHALENOPSIS;582;CIOT;
1PHALENOPSIS;583;CERAMICA;
1PHALENOPSIS;584;ORANGE MULTI;
1ROSA;585;MIX;
ALCHEMILLA;586;ROBUSTICA;
ALSTROMERIA;587;FIRENZE;
ALSTROMERIA;588;SALMON QUEEN;
AMARANTHUS;589;CYCLOOP;
ASTILBE;590;VISION RED;
ASTRANTIA;591;ROSEA;
CELOSIA;592;BOMB BORDEAUX;
CELOSIA;593;CAPT ORANGE;
DELPHINIUM;594;AURORA WHITE;
DELPHINIUM;595;SUNGLEAM;
EUSTOMA;596;PICCOLO GREEN;
EUSTOMA;597;EXALIBUR YELLOW;
HYDRANGEA;598;EMOTION;
HYDRANGEA;599;MAG PEARL   G;
HYDRANGEA;600;ALPS PAARS;
HYPERICUM;601;EMERALD FLAIR;
HYPERICUM;602;EXCELL FLAIR;
NY;603;PURPLE LADY;
ROSA;604;TR KESSY;
ROSA;605;TR MARIETTA;
ROSA;606;COSIMA;
ROSA;607;GLETSJER;
ROSA;608;H 3 0;
ROSA;609;TR AVALANCHESORBET;
ROSA;610;WHITE NAOMI;
ROSA;611;TR SAFINA;
ZANTEDESCHIA;612;SCHWARZWALDER;
ANTHURIUM;613;SIMBA;
PAEONIA;614;CORAL SUNSET;
ROSA;615;BOHEME;
ROSA;616;HIGH&MAG FLY;
ROSA;617;LOVELY JEWEL;
1ANTHURIUM;618;RED EXPLOSION;
1ANTHURIUM;619;TRICO LOVE;
1ANTHURIUM;620;RED LOVE;
1ANTHURIUM;621;SIERRA;
1CALATHEA;622;WHITESTAR;
1KALANCOE;623;THYRSIFLORA;
1PHALENOPSIS;624;SPECIAL MIX;
1RHAPIS;625;EXCELSA;
CENTAU;626;CYANUS;
CENTAU;627;MACROCEPHALA;
HYDRANGEA;628;ELBTAL CL;
PHALENOPSIS;629;SOFIA;
AMMI;630;VISNAGA CASABLANCA;
ASTRANTIA;631;STAR OF BEAUTY;
ASTRANTIA;632;MILLION STAR;
BLUPLEURUM;633;GRIFFITHII;
CURCUMA;634;SIAM SILK;
CURCUMA;635;SNOW WHITE;
CYNARA;636;CARDONCULUS;
DELPHINIUM;637;WHITE SPIRE;
EUPHORBIA;638;GEMENGD;
HYDRANGEA;639;BERLIN SPREE;
HYDRANGEA;640;HOV HOPAL RZ;
HYDRANGEA;641;MAGICAL CORAL;
HYDRANGEA;642;MAGICAL ROBIN;
HYDRANGEA;643;SIBILLA PAARS;
NIGELLA;644;WHITE LADY;
PHLOX;645;BLU PARADISE;
PHLOX;646;BRIGHT EYES;
ROSA;647;PINK PIANO;
ROSA;648;COSIGOLD;
ROSA;649;BIEDERMEIER;
ROSA;650;COSIGOLD;
ROSA;651;DARK VAMPIRE;
ROSA;652;TR APRICOT;
ROSA;653;TR FLASH NIGHT;
ROSA;654;TR GRACIA;
ROSA;655;TR RED SENSATION;
ROSA;656;TR LYDIA;
ROSA;657;TR SPRINGTIME;
ROSA;658;TR YELLOW BABE;
SETARIA;659;TOMER;
TRIFOLIUM;660;PURPUREUM;
VERONICA;661;CLEA DIANA;
VERONICA;662;CLEA ROS;
ZANTEDESCHIA;663;GEMENGD;
DIANTHUS;664;GREEN TRICK;
